exchange,trading_date,open,high,low,close,volume,value
HOSE,2025-04-04,22700.0,23800.0,22500.0,23800.0,72249400.0,1656708000000.0
HOSE,2007-10-31,8528.0,9275.0,8528.0,9275.0,807400.0,141328290000.0
HOSE,2025-04-08,23100.0,23300.0,22150.0,22150.0,43676900.0,975608000000.0
HOSE,2007-11-01,9526.0,9651.0,9325.0,9526.0,778000.0,147895980000.0
HOSE,2025-04-09,20750.0,22850.0,20750.0,21800.0,36854500.0,813812350000.0
HOSE,2007-11-02,9772.0,10022.0,9025.0,9175.0,346600.0,63839420000.0
HOSE,2025-04-10,23300.0,23300.0,23300.0,23300.0,996700.0,23223110000.0
HOSE,2007-11-05,9125.0,9125.0,8749.0,8869.0,239300.0,42164130000.0
HOSE,2025-04-11,24800.0,24900.0,23950.0,24850.0,35983500.0,883344540000.0
HOSE,2007-11-06,8674.0,8774.0,8624.0,8709.0,259900.0,45163340000.0
HOSE,2025-04-14,24850.0,25350.0,24600.0,24800.0,19363500.0,483425100000.0
HOSE,2007-11-07,8674.0,9025.0,8578.0,8754.0,267300.0,47008680000.0
HOSE,2025-04-15,24600.0,24700.0,24100.0,24100.0,14721800.0,357878170000.0
HOSE,2007-11-08,8924.0,8924.0,8704.0,8704.0,206800.0,36177190000.0
HOSE,2025-04-16,24450.0,24700.0,24150.0,24300.0,11032100.0,270127550000.0
HOSE,2007-11-09,8674.0,8724.0,8348.0,8573.0,340300.0,57445990000.0
HOSE,2025-04-17,24500.0,24550.0,24100.0,24300.0,10139900.0,246486830000.0
HOSE,2007-11-12,8473.0,8473.0,8212.0,8222.0,304500.0,50485220000.0
HOSE,2025-04-18,24500.0,24750.0,24450.0,24500.0,10996500.0,270494830000.0
HOSE,2007-11-13,8172.0,8197.0,7495.0,7571.0,426000.0,65888660000.0
HOSE,2025-04-21,24350.0,24500.0,24100.0,24100.0,7246000.0,175685760000.0
HOSE,2007-11-14,8423.0,8528.0,8273.0,8528.0,405900.0,68812390000.0
HOSE,2025-04-22,24300.0,24400.0,22650.0,24100.0,13607200.0,322436330000.0
HOSE,2007-11-15,9025.0,9025.0,8283.0,8473.0,202200.0,33987950000.0
HOSE,2025-04-23,24600.0,24600.0,24150.0,24600.0,6832100.0,167092170000.0
HOSE,2007-11-16,8398.0,8523.0,8248.0,8473.0,230000.0,38720570000.0
HOSE,2025-04-24,24400.0,24550.0,24150.0,24150.0,6476600.0,157167000000.0
HOSE,2007-11-19,8523.0,8523.0,8423.0,8493.0,163700.0,27699520000.0
HOSE,2025-04-25,24400.0,24400.0,23900.0,23900.0,13357000.0,321147670000.0
HOSE,2007-11-20,8473.0,8483.0,8373.0,8453.0,30200.0,5089850000.0
HOSE,2025-04-28,24050.0,24050.0,23850.0,23950.0,4005500.0,95826490000.0
HOSE,2007-11-21,8448.0,8498.0,8082.0,8498.0,253000.0,42201890000.0
HOSE,2007-11-22,8468.0,9190.0,8468.0,8674.0,460900.0,80557070000.0
HOSE,2007-11-23,8874.0,8874.0,8624.0,8749.0,287600.0,50048390000.0
HOSE,2007-11-26,8929.0,9015.0,8824.0,8924.0,395400.0,70441720000.0
HOSE,2007-11-27,8975.0,9025.0,8704.0,8804.0,306500.0,53934330000.0
HOSE,2007-11-28,8829.0,8924.0,8749.0,8754.0,262700.0,46030620000.0
HOSE,2007-11-29,8824.0,8874.0,8774.0,8824.0,250700.0,44142850000.0
HOSE,2007-11-30,8874.0,8874.0,8734.0,8774.0,169900.0,29709880000.0
HOSE,2007-12-03,8799.0,8849.0,8774.0,8849.0,230500.0,40503110000.0
HOSE,2007-12-04,8874.0,9020.0,8824.0,8884.0,354900.0,63149330000.0
HOSE,2007-12-05,8924.0,8924.0,8784.0,8839.0,181100.0,31928010000.0
HOSE,2007-12-06,8849.0,8849.0,8774.0,8784.0,154700.0,27103200000.0
HOSE,2007-12-07,8774.0,8784.0,8674.0,8744.0,217200.0,37855960000.0
HOSE,2007-12-10,8734.0,8734.0,8473.0,8523.0,268000.0,45793040000.0
HOSE,2007-12-11,8523.0,8523.0,8323.0,8398.0,189200.0,31692400000.0
HOSE,2007-12-12,8373.0,8573.0,8238.0,8358.0,413500.0,68952110000.0
HOSE,2007-12-13,8373.0,8373.0,8222.0,8263.0,204600.0,33791090000.0
HOSE,2007-12-14,8323.0,8784.0,8222.0,8253.0,164000.0,27035830000.0
HOSE,2007-12-17,8298.0,8298.0,8197.0,8222.0,234600.0,38542160000.0
HOSE,2007-12-18,8222.0,8233.0,8072.0,8222.0,266400.0,43156810000.0
HOSE,2007-12-19,8172.0,8473.0,8172.0,8473.0,265800.0,44620110000.0
HOSE,2007-12-20,8473.0,8473.0,8273.0,8288.0,150700.0,24973460000.0
HOSE,2007-12-21,8323.0,8423.0,8248.0,8383.0,175400.0,29292190000.0
HOSE,2007-12-24,8423.0,8624.0,8373.0,8518.0,213200.0,36058940000.0
HOSE,2007-12-25,8523.0,8523.0,8398.0,8403.0,230800.0,38820410000.0
HOSE,2007-12-26,8413.0,8453.0,8328.0,8423.0,161600.0,27045750000.0
HOSE,2007-12-27,8428.0,8428.0,8022.0,8273.0,527700.0,86048720000.0
HOSE,2007-12-28,8172.0,8273.0,8072.0,8222.0,539100.0,88245150000.0
HOSE,2008-01-02,7019.0,7470.0,6763.0,7270.0,551100.0,77567080000.0
HOSE,2008-01-03,7019.0,7119.0,6944.0,7019.0,208200.0,29244330000.0
HOSE,2008-01-04,6994.0,7019.0,6919.0,6969.0,159800.0,22239860000.0
HOSE,2008-01-07,6979.0,6979.0,6618.0,6718.0,242800.0,32764700000.0
HOSE,2008-01-08,6769.0,6934.0,6769.0,6794.0,179800.0,24615990000.0
HOSE,2008-01-09,6864.0,6919.0,6668.0,6693.0,172400.0,23143810000.0
HOSE,2008-01-10,6728.0,6728.0,6443.0,6693.0,250800.0,32680210000.0
HOSE,2008-01-11,6718.0,6769.0,6518.0,6643.0,171900.0,22790050000.0
HOSE,2008-01-14,6618.0,6708.0,6418.0,6428.0,260400.0,33703260000.0
HOSE,2008-01-15,6317.0,6317.0,6026.0,6167.0,343500.0,41698150000.0
HOSE,2008-01-16,6217.0,6693.0,6167.0,6693.0,533100.0,70204200000.0
HOSE,2008-01-17,6844.0,6969.0,6267.0,6518.0,338800.0,44589090000.0
HOSE,2008-01-18,6518.0,6703.0,6418.0,6668.0,193100.0,25476540000.0
HOSE,2008-01-21,6668.0,6718.0,6468.0,6563.0,144000.0,18776640000.0
HOSE,2008-01-22,6518.0,6518.0,6332.0,6478.0,163700.0,21029770000.0
HOSE,2008-01-23,6418.0,6418.0,6267.0,6367.0,337500.0,42372460000.0
HOSE,2008-01-24,6332.0,6513.0,6292.0,6317.0,239000.0,30387630000.0
HOSE,2008-01-25,6518.0,6518.0,6272.0,6367.0,261900.0,33173680000.0
HOSE,2008-01-28,6418.0,6443.0,6317.0,6443.0,220800.0,28098810000.0
HOSE,2008-01-29,6367.0,6588.0,6367.0,6548.0,314700.0,40737120000.0
HOSE,2008-01-30,6769.0,7019.0,6623.0,6914.0,390200.0,53692450000.0
HOSE,2008-01-31,6954.0,6969.0,6568.0,6829.0,244700.0,32830390000.0
HOSE,2008-02-01,6779.0,6919.0,6779.0,6879.0,315300.0,43054540000.0
HOSE,2008-02-12,6919.0,6919.0,6668.0,6703.0,137200.0,18349020000.0
HOSE,2008-02-13,6703.0,6718.0,6618.0,6618.0,103400.0,13701040000.0
HOSE,2008-02-14,6668.0,6769.0,6618.0,6693.0,131900.0,17598980000.0
HOSE,2008-02-15,6763.0,6763.0,6603.0,6608.0,89700.0,11855870000.0
HOSE,2008-02-18,6568.0,6568.0,6267.0,6317.0,350400.0,44221370000.0
HOSE,2008-02-19,6277.0,6352.0,6092.0,6237.0,366100.0,45389630000.0
HOSE,2008-02-20,6117.0,6267.0,5866.0,5966.0,377200.0,45451640000.0
HOSE,2008-02-21,5891.0,5891.0,5440.0,5440.0,312700.0,34034590000.0
HOSE,2008-02-22,5029.0,5911.0,4913.0,5465.0,974400.0,100265230000.0
HOSE,2008-02-25,5465.0,5671.0,5315.0,5671.0,349400.0,39399430000.0
HOSE,2008-02-26,6016.0,6117.0,5264.0,5355.0,431800.0,46959380000.0
HOSE,2008-02-27,5365.0,5615.0,5164.0,5330.0,449600.0,47981400000.0
HOSE,2008-02-28,5415.0,5640.0,5264.0,5365.0,371700.0,39781520000.0
HOSE,2008-02-29,5515.0,5515.0,5264.0,5315.0,274600.0,29078900000.0
HOSE,2008-03-03,5415.0,5565.0,4989.0,5114.0,406300.0,41867620000.0
HOSE,2008-03-04,5014.0,5014.0,4648.0,4663.0,736700.0,68830520000.0
HOSE,2008-03-05,4512.0,4763.0,4237.0,4512.0,852300.0,76615780000.0
HOSE,2008-03-06,4713.0,4954.0,4713.0,4954.0,106700.0,10518300000.0
HOSE,2008-03-07,5435.0,5435.0,5435.0,5435.0,92200.0,9994480000.0
HOSE,2008-03-10,5976.0,5976.0,5415.0,5615.0,1112100.0,128192810000.0
HOSE,2008-03-11,5520.0,5555.0,5219.0,5219.0,463700.0,49264530000.0
HOSE,2008-03-12,5189.0,5605.0,5064.0,5365.0,537000.0,57728970000.0
HOSE,2008-03-13,5515.0,5615.0,5315.0,5470.0,215200.0,23457940000.0
HOSE,2008-03-14,5515.0,5515.0,5264.0,5460.0,324200.0,34786670000.0
HOSE,2008-03-17,5415.0,5415.0,5114.0,5139.0,492400.0,50884500000.0
HOSE,2008-03-18,5114.0,5114.0,4663.0,4733.0,649800.0,61342680000.0
HOSE,2008-03-19,4462.0,5174.0,4462.0,4913.0,442500.0,43633210000.0
HOSE,2008-03-20,4888.0,5014.0,4713.0,4823.0,434800.0,41850600000.0
HOSE,2008-03-21,4863.0,4863.0,4688.0,4863.0,692600.0,65565360000.0
HOSE,2008-03-24,4813.0,4813.0,4337.0,4417.0,1038700.0,92506180000.0
HOSE,2008-03-25,4262.0,4362.0,4021.0,4061.0,948200.0,76976040000.0
HOSE,2008-03-26,4111.0,4477.0,4111.0,4477.0,879500.0,76571710000.0
HOSE,2008-03-27,4437.0,4452.0,4437.0,4452.0,17800.0,1580340000.0
HOSE,2008-03-28,4537.0,4537.0,4537.0,4537.0,4200.0,380100000.0
HOSE,2008-03-31,4628.0,4628.0,4628.0,4628.0,14100.0,1301430000.0
HOSE,2008-04-01,4718.0,4718.0,4718.0,4718.0,7900.0,743390000.0
HOSE,2008-04-02,4808.0,4808.0,4808.0,4808.0,6400.0,613760000.0
HOSE,2008-04-03,4903.0,4903.0,4903.0,4903.0,16500.0,1613700000.0
HOSE,2008-04-04,4999.0,4999.0,4999.0,4999.0,6200.0,618140000.0
HOSE,2008-04-07,5144.0,5144.0,5144.0,5144.0,98600.0,10116360000.0
HOSE,2008-04-08,5294.0,5294.0,4994.0,5104.0,983700.0,100553240000.0
HOSE,2008-04-09,5109.0,5114.0,4974.0,4974.0,337900.0,33580280000.0
HOSE,2008-04-10,4843.0,4888.0,4838.0,4838.0,61800.0,5964670000.0
HOSE,2008-04-11,4698.0,4698.0,4698.0,4698.0,37600.0,3523120000.0
HOSE,2008-04-16,4557.0,4557.0,4557.0,4557.0,74000.0,6726600000.0
HOSE,2008-04-17,4422.0,4693.0,4422.0,4663.0,610700.0,55235410000.0
HOSE,2008-04-18,4668.0,4668.0,4412.0,4497.0,216700.0,19481230000.0
HOSE,2008-04-21,4412.0,4427.0,4377.0,4377.0,309400.0,27055390000.0
HOSE,2008-04-22,4362.0,4372.0,4252.0,4252.0,286100.0,24283750000.0
HOSE,2008-04-23,4161.0,4161.0,4131.0,4131.0,216600.0,17854530000.0
HOSE,2008-04-24,4011.0,4232.0,4011.0,4051.0,542700.0,43863410000.0
HOSE,2008-04-25,4051.0,4141.0,4021.0,4136.0,210900.0,17236570000.0
HOSE,2008-04-28,4136.0,4217.0,4061.0,4217.0,341200.0,28541390000.0
HOSE,2008-04-29,4312.0,4312.0,4111.0,4156.0,158700.0,13295940000.0
HOSE,2008-05-05,4186.0,4186.0,4076.0,4076.0,232500.0,18939860000.0
HOSE,2008-05-06,4011.0,4011.0,3966.0,3966.0,157800.0,12495810000.0
HOSE,2008-05-07,3856.0,3856.0,3856.0,3856.0,89700.0,6897930000.0
HOSE,2008-05-08,3740.0,3740.0,3740.0,3740.0,28200.0,2103720000.0
HOSE,2008-05-09,3630.0,3630.0,3630.0,3630.0,222900.0,16137960000.0
HOSE,2008-05-12,3525.0,3525.0,3525.0,3525.0,32800.0,2305840000.0
HOSE,2008-05-13,3419.0,3419.0,3419.0,3419.0,9700.0,661540000.0
HOSE,2008-05-14,3319.0,3319.0,3319.0,3319.0,6200.0,410440000.0
HOSE,2008-05-15,3224.0,3224.0,3224.0,3224.0,119400.0,7677420000.0
HOSE,2008-05-16,3129.0,3319.0,3129.0,3129.0,534900.0,33565690000.0
HOSE,2008-05-19,3058.0,3058.0,3058.0,3058.0,64500.0,3934500000.0
HOSE,2008-05-20,2968.0,2968.0,2968.0,2968.0,13800.0,816960000.0
HOSE,2008-05-21,2883.0,2883.0,2883.0,2883.0,196800.0,11316000000.0
HOSE,2008-05-22,2798.0,2798.0,2798.0,2798.0,3800.0,212040000.0
HOSE,2008-05-23,2717.0,2717.0,2717.0,2717.0,10100.0,547420000.0
HOSE,2008-05-26,2637.0,2637.0,2637.0,2637.0,1400.0,73640000.0
HOSE,2008-05-27,2562.0,2562.0,2562.0,2562.0,71100.0,3633210000.0
HOSE,2008-05-28,2487.0,2557.0,2487.0,2497.0,1041000.0,51742360000.0
HOSE,2008-05-29,2422.0,2562.0,2422.0,2507.0,401500.0,20031250000.0
HOSE,2008-05-30,2507.0,2507.0,2432.0,2457.0,573100.0,27901440000.0
HOSE,2008-06-02,2371.0,2407.0,2371.0,2371.0,512300.0,24235660000.0
HOSE,2008-06-03,2301.0,2301.0,2301.0,2301.0,350500.0,16087950000.0
HOSE,2008-06-04,2236.0,2236.0,2236.0,2236.0,140500.0,6266300000.0
HOSE,2008-06-05,2171.0,2171.0,2171.0,2171.0,11300.0,489290000.0
HOSE,2008-06-06,2111.0,2111.0,2111.0,2111.0,25700.0,1081970000.0
HOSE,2008-06-09,2051.0,2051.0,2051.0,2051.0,18200.0,744380000.0
HOSE,2008-06-10,1990.0,2111.0,1990.0,2005.0,640200.0,25438530000.0
HOSE,2008-06-11,1935.0,2046.0,1935.0,2046.0,757500.0,30529290000.0
HOSE,2008-06-12,2081.0,2081.0,2076.0,2081.0,311600.0,12931160000.0
HOSE,2008-06-13,2141.0,2141.0,2141.0,2141.0,110900.0,4735430000.0
HOSE,2008-06-16,2201.0,2201.0,2201.0,2201.0,159600.0,7006440000.0
HOSE,2008-06-17,2266.0,2266.0,2266.0,2266.0,95800.0,4330160000.0
HOSE,2008-06-18,2331.0,2331.0,2201.0,2201.0,1113200.0,50965680000.0
HOSE,2008-06-19,2206.0,2206.0,2206.0,2206.0,33200.0,1460800000.0
HOSE,2008-06-20,2121.0,2121.0,2121.0,2121.0,46300.0,1958490000.0
HOSE,2008-06-23,2041.0,2201.0,2041.0,2201.0,947400.0,40010710000.0
HOSE,2008-06-24,2196.0,2196.0,2156.0,2196.0,314100.0,13738120000.0
HOSE,2008-06-25,2276.0,2276.0,2256.0,2276.0,479000.0,21732790000.0
HOSE,2008-06-26,2366.0,2366.0,2201.0,2351.0,779200.0,36203030000.0
HOSE,2008-06-27,2346.0,2407.0,2241.0,2376.0,488700.0,22588370000.0
HOSE,2008-06-30,2407.0,2407.0,2296.0,2402.0,398800.0,18870050000.0
HOSE,2008-07-01,2432.0,2462.0,2407.0,2462.0,270400.0,13233660000.0
HOSE,2008-07-02,2547.0,2547.0,2482.0,2547.0,785900.0,39774470000.0
HOSE,2008-07-03,2632.0,2637.0,2607.0,2637.0,332400.0,17455020000.0
HOSE,2008-07-04,2737.0,2737.0,2727.0,2737.0,823900.0,44984530000.0
HOSE,2008-07-07,2843.0,2843.0,2632.0,2667.0,1195000.0,64963490000.0
HOSE,2008-07-08,2707.0,2828.0,2622.0,2727.0,1161100.0,61947430000.0
HOSE,2008-07-09,2783.0,2783.0,2677.0,2783.0,1210600.0,66611280000.0
HOSE,2008-07-10,2858.0,2868.0,2848.0,2868.0,756700.0,43265140000.0
HOSE,2008-07-11,2978.0,2978.0,2978.0,2978.0,457600.0,27181440000.0
HOSE,2008-07-14,3093.0,3093.0,3093.0,3093.0,219400.0,13536980000.0
HOSE,2008-07-15,3214.0,3214.0,3214.0,3214.0,75700.0,4852370000.0
HOSE,2008-07-16,3339.0,3339.0,3088.0,3339.0,2611000.0,172409540000.0
HOSE,2008-07-17,3439.0,3439.0,3439.0,3439.0,119500.0,8197700000.0
HOSE,2008-07-18,3575.0,3575.0,3314.0,3359.0,2576300.0,178782720000.0
HOSE,2008-07-21,3459.0,3615.0,3344.0,3344.0,794600.0,54090210000.0
HOSE,2008-07-22,3279.0,3279.0,3279.0,3279.0,3100.0,202740000.0
HOSE,2008-07-23,3149.0,3149.0,3149.0,3149.0,95400.0,5991120000.0
HOSE,2008-07-24,3023.0,3209.0,3023.0,3023.0,1934600.0,119202860000.0
HOSE,2008-07-25,2968.0,3083.0,2968.0,2968.0,753200.0,44810230000.0
HOSE,2008-07-28,2868.0,3093.0,2868.0,3083.0,1921400.0,113509310000.0
HOSE,2008-07-29,3078.0,3078.0,3063.0,3078.0,282900.0,17370000000.0
HOSE,2008-07-30,3199.0,3199.0,2983.0,3169.0,1899200.0,119416070000.0
HOSE,2008-07-31,3209.0,3259.0,3083.0,3154.0,989900.0,62139990000.0
HOSE,2008-08-01,3083.0,3144.0,3038.0,3068.0,900100.0,55416920000.0
HOSE,2008-08-04,2973.0,3058.0,2968.0,2968.0,456100.0,27052610000.0
HOSE,2008-08-05,2858.0,2858.0,2858.0,2858.0,143400.0,8173800000.0
HOSE,2008-08-06,2748.0,2968.0,2748.0,2968.0,1339800.0,77488120000.0
HOSE,2008-08-07,3013.0,3013.0,2908.0,2958.0,750100.0,44830990000.0
HOSE,2008-08-08,3058.0,3108.0,2988.0,3108.0,1088500.0,66990060000.0
HOSE,2008-08-11,3204.0,3204.0,3204.0,3204.0,113300.0,7239870000.0
HOSE,2008-08-12,3329.0,3329.0,3209.0,3329.0,1880100.0,124626140000.0
HOSE,2008-08-13,3454.0,3454.0,3229.0,3454.0,1593600.0,108491080000.0
HOSE,2008-08-14,3550.0,3550.0,3454.0,3550.0,758700.0,53562590000.0
HOSE,2008-08-15,3680.0,3680.0,3680.0,3680.0,132500.0,9725500000.0
HOSE,2008-08-18,3936.0,3936.0,3810.0,3936.0,1428200.0,112026090000.0
HOSE,2008-08-19,4186.0,4186.0,3785.0,4111.0,2764800.0,223647020000.0
HOSE,2008-08-20,3785.0,4111.0,3775.0,3901.0,2048600.0,162653930000.0
HOSE,2008-08-21,3886.0,4257.0,3861.0,4257.0,1935200.0,159050920000.0
HOSE,2008-08-22,4212.0,4407.0,3951.0,4312.0,1142200.0,97262260000.0
HOSE,2008-08-25,4362.0,4567.0,4362.0,4567.0,646700.0,58519950000.0
HOSE,2008-08-26,4853.0,4853.0,4853.0,4853.0,268800.0,26019840000.0
HOSE,2008-08-27,5189.0,5189.0,4517.0,4863.0,3215400.0,324744500000.0
HOSE,2008-08-28,4913.0,4913.0,4718.0,4718.0,1086900.0,102788660000.0
HOSE,2008-08-29,4417.0,4944.0,4412.0,4793.0,2203200.0,202600150000.0
HOSE,2008-09-03,4933.0,4933.0,4933.0,4933.0,62200.0,6120480000.0
HOSE,2008-09-04,5274.0,5274.0,4863.0,5014.0,2168700.0,220764910000.0
HOSE,2008-09-05,4954.0,5009.0,4748.0,4748.0,2027500.0,193715290000.0
HOSE,2008-09-08,4703.0,4703.0,4457.0,4517.0,1421000.0,126954980000.0
HOSE,2008-09-09,4362.0,4613.0,4212.0,4427.0,946300.0,84319870000.0
HOSE,2008-09-10,4412.0,4562.0,4287.0,4382.0,998700.0,87629190000.0
HOSE,2008-09-11,4701.0,4701.0,4165.0,4429.0,2408200.0,138609200000.0
HOSE,2008-09-12,4468.0,4468.0,4165.0,4165.0,1226900.0,66104590000.0
HOSE,2008-09-15,3901.0,4476.0,3901.0,4468.0,1389100.0,77998170000.0
HOSE,2008-09-16,4670.0,4670.0,4064.0,4258.0,1372000.0,73747770000.0
HOSE,2008-09-17,4119.0,4274.0,3893.0,3893.0,1447100.0,73480920000.0
HOSE,2008-09-18,3691.0,3769.0,3676.0,3676.0,468900.0,22198160000.0
HOSE,2008-09-19,3497.0,3932.0,3497.0,3932.0,637700.0,31455900000.0
HOSE,2008-09-22,4095.0,4095.0,4095.0,4095.0,269600.0,14207920000.0
HOSE,2008-09-23,4352.0,4375.0,3815.0,4157.0,2415100.0,129307120000.0
HOSE,2008-09-24,4157.0,4157.0,3979.0,4095.0,621500.0,32570710000.0
HOSE,2008-09-25,4041.0,4274.0,3948.0,4243.0,891400.0,47957850000.0
HOSE,2008-09-26,4390.0,4468.0,4196.0,4367.0,1221900.0,68936870000.0
HOSE,2008-09-29,4390.0,4468.0,4173.0,4196.0,804000.0,44059380000.0
HOSE,2008-09-30,3963.0,3963.0,3963.0,3963.0,83400.0,4253400000.0
HOSE,2008-10-01,3971.0,4196.0,3885.0,4017.0,984700.0,50897910000.0
HOSE,2008-10-02,4041.0,4235.0,4002.0,4126.0,800300.0,42451360000.0
HOSE,2008-10-03,4119.0,4119.0,4002.0,4087.0,509300.0,26640000000.0
HOSE,2008-10-06,3885.0,4049.0,3784.0,3800.0,995300.0,49086000000.0
HOSE,2008-10-07,3567.0,3683.0,3567.0,3567.0,789300.0,36252000000.0
HOSE,2008-10-08,3318.0,3497.0,3318.0,3341.0,1382300.0,59377000000.0
HOSE,2008-10-09,3264.0,3559.0,3124.0,3450.0,923400.0,40265000000.0
HOSE,2008-10-10,3186.0,3380.0,3155.0,3163.0,1091500.0,44734000000.0
HOSE,2008-10-13,3124.0,3303.0,3069.0,3209.0,454400.0,18787000000.0
HOSE,2008-10-14,3427.0,3427.0,3427.0,3427.0,102000.0,4386000000.0
HOSE,2008-10-15,3660.0,3660.0,3419.0,3613.0,1400300.0,64796000000.0
HOSE,2008-10-16,3419.0,3536.0,3349.0,3404.0,862400.0,37781000000.0
HOSE,2008-10-17,3404.0,3575.0,3404.0,3442.0,485900.0,21584000000.0
HOSE,2008-10-20,3450.0,3497.0,3310.0,3380.0,386500.0,16813000000.0
HOSE,2008-10-21,3613.0,3613.0,3474.0,3567.0,1253300.0,57295000000.0
HOSE,2008-10-22,3497.0,3497.0,3380.0,3427.0,404600.0,17825000000.0
HOSE,2008-10-23,3310.0,3310.0,3209.0,3217.0,741300.0,30944000000.0
HOSE,2008-10-24,3108.0,3264.0,3108.0,3155.0,605500.0,24579000000.0
HOSE,2008-10-27,3108.0,3108.0,2937.0,2953.0,1284400.0,48907000000.0
HOSE,2008-10-28,2860.0,3069.0,2774.0,3038.0,1104900.0,41436000000.0
HOSE,2008-10-29,3116.0,3116.0,2992.0,3116.0,1303300.0,51988000000.0
HOSE,2008-10-30,3295.0,3310.0,3108.0,3310.0,1258000.0,52648000000.0
HOSE,2008-10-31,3341.0,3458.0,3326.0,3450.0,1007900.0,44313000000.0
HOSE,2008-11-03,3458.0,3536.0,3233.0,3365.0,813400.0,35165000000.0
HOSE,2008-11-04,3396.0,3575.0,3264.0,3497.0,1052300.0,46634000000.0
HOSE,2008-11-05,3683.0,3683.0,3442.0,3683.0,1871700.0,88305000000.0
HOSE,2008-11-06,3497.0,3761.0,3450.0,3536.0,1931000.0,88418000000.0
HOSE,2008-11-07,3388.0,3442.0,3310.0,3326.0,1278700.0,54770000000.0
HOSE,2008-11-10,3543.0,3543.0,3287.0,3419.0,1304900.0,57099000000.0
HOSE,2008-11-11,3318.0,3404.0,3225.0,3264.0,1333165.0,56210000000.0
HOSE,2008-11-12,3155.0,3419.0,3108.0,3380.0,1656800.0,70877000000.0
HOSE,2008-11-13,3323.0,3512.0,3298.0,3430.0,1167700.0,48001000000.0
